1;0;1909.00;9.80;2394.00;0.00;0.28
2;0;1844.00;11.10;1571.00;0.00;0.28
3;0;3294.00;9.90;2830.00;0.00;0.32
4;0;1868.00;10.00;1529.00;0.00;0.28
5;0;2873.00;9.90;2587.00;0.00;0.32
6;0;2316.00;9.90;653.00;0.00;0.32
7;0;3657.00;9.85;3075.00;0.00;0.16
8;0;1078.00;10.00;2928.00;0.00;0.28
9;0;2959.00;10.15;90.00;0.00;0.32
10;0;1831.00;10.70;1255.00;0.00;0.28
11;0;3234.00;10.42;781.00;0.00;0.32
12;0;3443.00;9.97;1523.00;0.00;0.28
13;0;3670.00;10.22;1729.00;0.00;0.24
14;0;2406.00;10.97;2881.00;0.00;0.28
15;0;3474.00;10.00;583.00;0.00;0.32
16;0;3376.00;9.90;2269.00;0.00;0.24
17;0;1444.00;10.20;2543.00;0.00;0.32
18;0;2859.00;10.00;2515.00;0.00;0.28
19;0;2442.00;9.80;2142.00;0.00;0.32
20;0;1208.00;10.10;1941.00;0.00;0.32
21;0;2975.00;10.20;712.00;0.00;0.28
22;0;2889.00;10.47;2557.00;0.00;0.32
23;0;3427.00;9.80;1979.00;0.00;0.28
24;0;1803.00;10.20;1631.00;0.00;0.24
25;0;1142.00;10.10;3235.00;0.00;0.32
26;0;2340.00;10.32;3175.00;0.00;0.28
27;0;3554.00;9.80;605.00;0.00;0.24
28;0;2650.00;10.62;2602.00;0.00;0.20
29;0;3769.00;10.10;2960.00;0.00;0.36
30;0;1846.00;10.07;1843.00;0.00;0.32
31;0;3394.00;10.20;2989.00;0.00;0.24
32;0;1583.00;9.90;153.00;0.00;0.28
33;0;984.00;10.17;2950.00;0.00;0.32
34;0;1640.00;10.20;2552.00;0.00;0.28
35;0;2720.00;9.95;3198.00;0.00;0.28
36;0;1205.00;9.75;1979.00;0.00;0.32
37;0;3643.00;10.50;3108.00;0.00;0.28
38;0;2736.00;10.20;2869.00;0.00;0.32
39;0;3754.00;10.20;2871.00;0.00;0.36
40;0;160.00;10.15;2593.00;0.00;0.28
41;0;2469.00;9.90;2877.00;0.00;0.28
42;0;3022.00;10.07;3039.00;0.00;0.32
43;0;1344.00;10.10;2547.00;0.00;0.32
44;0;3395.00;10.20;1626.00;0.00;0.32
45;0;3421.00;10.55;2293.00;0.00;0.32
46;0;648.00;10.25;3187.00;0.00;0.28
47;0;1360.00;9.77;3284.00;0.00;0.24
48;0;3611.00;10.07;2320.00;0.00;0.36
49;0;2720.00;10.10;258.00;0.00;0.36
50;0;3205.00;9.80;1384.00;0.00;0.28
51;0;3685.00;9.95;2261.00;0.00;0.32
52;0;3254.00;10.20;3232.00;0.00;0.32
53;0;251.00;9.72;1296.00;0.00;0.32
54;0;3672.00;10.60;2604.00;0.00;0.32
55;0;1953.00;9.90;2044.00;0.00;0.28
56;0;2240.00;9.80;2671.00;0.00;0.32
57;0;2378.00;10.20;2348.00;0.00;0.32
58;0;1978.00;11.10;2232.00;0.00;0.32
59;0;2448.00;9.92;2911.00;0.00;0.32
60;0;183.00;10.42;1258.00;0.00;0.28
61;0;1986.00;10.92;3030.00;0.00;0.24
62;0;3597.00;10.00;115.00;0.00;0.28
63;0;1508.00;10.80;117.00;0.00;0.32
64;0;188.00;10.10;1302.00;0.00;0.40
65;0;1960.00;9.70;2017.00;0.00;0.16
66;0;2027.00;10.00;708.00;0.00;0.36
67;0;3133.00;10.20;1324.00;0.00;0.28
68;0;3459.00;10.20;2289.00;0.00;0.32
69;0;1421.00;10.70;2552.00;0.00;0.32
70;0;1953.00;9.80;2452.00;0.00;0.28
71;0;182.00;10.50;1288.00;0.00;0.28
72;0;1145.00;10.00;2428.00;0.00;0.36
73;0;145.00;9.90;2563.00;0.00;0.28
74;0;2315.00;10.30;2371.00;0.00;0.28
75;0;1829.00;10.22;1318.00;0.00;0.28
76;0;3001.00;10.20;2287.00;0.00;0.36
77;0;2393.00;11.10;2851.00;0.00;0.32
78;0;1862.00;9.75;2777.00;0.00;0.32
79;0;155.00;9.90;1312.00;0.00;0.28
80;0;2356.00;10.10;3290.00;0.00;0.28
81;0;945.00;9.77;153.00;0.00;0.28
82;0;1415.00;11.05;2529.00;0.00;0.24
83;0;2229.00;10.20;2551.00;0.00;0.32
84;0;2956.00;9.90;2589.00;0.00;0.28
85;0;3053.00;10.07;2708.00;0.00;0.36
86;0;1895.00;9.80;371.00;0.00;0.24
87;0;1560.00;9.70;2604.00;0.00;0.16
88;0;1419.00;10.37;2567.00;0.00;0.32
89;0;3450.00;10.32;1611.00;0.00;0.28
90;0;3279.00;9.95;3179.00;0.00;0.36
91;0;2172.00;10.00;2565.00;0.00;0.28
92;0;3101.00;9.95;2617.00;0.00;0.32
93;0;2425.00;10.30;2825.00;0.00;0.40
94;0;3416.00;10.17;3067.00;0.00;0.28
95;0;3254.00;10.35;3206.00;0.00;0.32
96;0;2735.00;9.85;2766.00;0.00;0.24
97;0;3758.00;10.77;2915.00;0.00;0.32
98;0;3256.00;9.90;2818.00;0.00;0.24
99;0;3466.00;9.82;1636.00;0.00;0.32
100;0;2049.00;9.90;786.00;0.00;0.32
101;0;3623.00;10.22;3194.00;0.00;0.32
102;0;1006.00;10.05;2851.00;0.00;0.32
103;0;3037.00;9.90;2712.00;0.00;0.32
104;0;2001.00;10.20;3060.00;0.00;0.32
105;0;1887.00;10.22;2492.00;0.00;0.32
106;0;1473.00;10.15;1025.00;0.00;0.28
107;0;3244.00;10.60;2085.00;0.00;0.32
108;0;1490.00;10.17;1032.00;0.00;0.32
109;0;1109.00;9.95;3244.00;0.00;0.28
110;0;850.00;10.35;3037.00;0.00;0.32
111;0;2704.00;10.20;2578.00;0.00;0.28
112;0;1338.00;10.00;3241.00;0.00;0.36
113;0;1971.00;10.52;738.00;0.00;0.32
114;0;2941.00;10.82;676.00;0.00;0.32
115;0;2314.00;9.80;598.00;0.00;0.24
116;0;2154.00;10.00;1921.00;0.00;0.32
117;0;3277.00;10.05;2916.00;0.00;0.32
118;0;2014.00;10.10;520.00;0.00;0.24
119;0;1942.00;10.55;3041.00;0.00;0.32
120;0;2498.00;10.20;2127.00;0.00;0.28
121;0;3302.00;10.35;1803.00;0.00;0.36
122;0;3095.00;10.00;1401.00;0.00;0.32
123;0;1976.00;10.40;760.00;0.00;0.28
124;0;1869.00;10.12;2489.00;0.00;0.28
125;0;966.00;10.90;94.00;0.00;0.28
126;0;3221.00;10.17;506.00;0.00;0.36
127;0;3462.00;10.00;1947.00;0.00;0.32
128;0;2005.00;9.75;541.00;0.00;0.28
129;0;3474.00;10.67;670.00;0.00;0.28
130;0;152.00;9.80;392.00;0.00;0.20
131;0;2297.00;10.15;3198.00;0.00;0.32
132;0;3268.00;9.90;738.00;0.00;0.24
133;0;1214.00;10.57;2408.00;0.00;0.28
134;0;2011.00;10.40;697.00;0.00;0.24
135;0;1185.00;10.50;345.00;0.00;0.32
136;0;955.00;10.20;2303.00;0.00;0.28
137;0;1562.00;9.90;181.00;0.00;0.28
138;0;3786.00;10.10;2928.00;0.00;0.32
139;0;3293.00;10.00;2885.00;0.00;0.32
140;0;1372.00;9.90;2589.00;0.00;0.32
141;0;1929.00;10.20;1842.00;0.00;0.28
142;0;1846.00;10.00;2480.00;0.00;0.28
143;0;2828.00;9.80;204.00;0.00;0.24
144;0;1951.00;10.00;522.00;0.00;0.32
145;0;3316.00;9.90;1876.00;0.00;0.28
146;0;2774.00;10.20;1744.00;0.00;0.36
147;0;3673.00;10.30;167.00;0.00;0.32
148;0;2251.00;10.22;2600.00;0.00;0.28
149;0;1940.00;9.90;2018.00;0.00;0.28
150;0;1424.00;10.35;1043.00;0.00;0.28
151;0;1605.00;10.00;2650.00;0.00;0.28
152;0;1090.00;9.80;2894.00;0.00;0.20
153;0;3714.00;9.80;3113.00;0.00;0.24
154;0;2006.00;10.45;463.00;0.00;0.28
155;0;2024.00;9.82;802.00;0.00;0.20
156;0;253.00;9.90;1282.00;0.00;0.28
157;0;2333.00;10.02;324.00;0.00;0.32
158;0;1833.00;10.10;2014.00;0.00;0.28
159;0;3641.00;10.40;3189.00;0.00;0.32
160;0;3426.00;10.02;2315.00;0.00;0.28
161;0;1844.00;9.80;253.00;0.00;0.32
162;0;3222.00;10.20;2112.00;0.00;0.32
163;0;2338.00;10.20;3272.00;0.00;0.28
164;0;3668.00;9.95;55.00;0.00;0.28
165;0;2371.00;10.97;674.00;0.00;0.28
166;0;1817.00;10.57;1591.00;0.00;0.32
167;0;2968.00;11.10;671.00;0.00;0.32
168;0;3224.00;9.90;2934.00;0.00;0.28
169;0;3559.00;9.80;2823.00;0.00;0.28
170;0;2365.00;10.20;2312.00;0.00;0.28
171;0;1078.00;10.07;2943.00;0.00;0.28
172;0;1837.00;9.80;336.00;0.00;0.28
173;0;2863.00;10.20;1760.00;0.00;0.32
174;0;1006.00;9.80;49.00;0.00;0.36
175;0;3033.00;9.90;165.00;0.00;0.28
176;0;2874.00;9.80;1805.00;0.00;0.28
177;0;197.00;10.20;1201.00;0.00;0.28
178;0;3548.00;9.80;1976.00;0.00;0.16
179;0;2267.00;9.90;2571.00;0.00;0.32
180;0;2991.00;9.97;2910.00;0.00;0.24
181;0;3424.00;9.80;2017.00;0.00;0.28
182;0;2404.00;9.80;375.00;0.00;0.32
183;0;2918.00;9.90;2467.00;0.00;0.28
184;0;3198.00;10.00;2070.00;0.00;0.28
185;0;1663.00;10.00;2555.00;0.00;0.36
186;0;3630.00;10.00;2283.00;0.00;0.28
187;0;3597.00;9.77;3104.00;0.00;0.24
188;0;2681.00;10.30;2658.00;0.00;0.32
189;0;2322.00;9.85;345.00;0.00;0.28
190;0;3619.00;9.80;2358.00;0.00;0.24
191;0;1945.00;10.00;2965.00;0.00;0.28
192;0;832.00;10.22;3090.00;0.00;0.28
193;0;3155.00;9.80;2641.00;0.00;0.24
194;0;2495.00;10.07;2140.00;0.00;0.28
195;0;570.00;10.87;3189.00;0.00;0.32
196;0;1836.00;10.35;1239.00;0.00;0.36
197;0;2490.00;10.25;2107.00;0.00;0.28
198;0;3175.00;9.80;1392.00;0.00;0.24
199;0;766.00;9.90;737.00;0.00;0.28
200;0;2002.00;9.97;2972.00;0.00;0.28
201;0;1166.00;10.00;2458.00;0.00;0.28
202;0;1267.00;9.90;1936.00;0.00;0.36
203;0;3627.00;9.85;2367.00;0.00;0.32
204;0;3761.00;10.07;2980.00;0.00;0.24
205;0;1879.00;10.10;1982.00;0.00;0.28
206;0;2911.00;9.90;704.00;0.00;0.32
207;0;1828.00;10.50;1308.00;0.00;0.24
208;0;1125.00;10.20;3200.00;0.00;0.32
209;0;789.00;10.50;669.00;0.00;0.32
210;0;1762.00;10.00;1582.00;0.00;0.28
211;0;1876.00;9.80;2012.00;0.00;0.28
212;0;2940.00;10.37;2545.00;0.00;0.32
213;0;2894.00;10.45;2508.00;0.00;0.32
214;0;3270.00;10.20;510.00;0.00;0.28
215;0;1005.00;10.30;2957.00;0.00;0.32
216;0;3686.00;10.50;127.00;0.00;0.28
217;0;3270.00;9.90;1843.00;0.00;0.28
218;0;1887.00;10.20;2386.00;0.00;0.32
219;0;3254.00;10.30;2077.00;0.00;0.24
220;0;3564.00;9.70;2782.00;0.00;0.28
